2100100010118,0001,0118
2100100010160,0001,0160
2100100010175,0001,0175
210010001018A,0001,018A
2100100010194,0001,0194
2100100010207,0001,0207
2100100010211,0001,0211
2100100010300,0001,0300
2100100010315,0001,0315
210010001032A,0001,032A
2100100010334,0001,0334
2100100010387,0001,0387
2100100010476,0001,0476
2100100030090,0003,0090
2100100040122,0004,0122
2100100040141,0004,0141
2100100040419,0004,0419
2100100040423,0004,0423
2100100040599,0004,0599
2100100060353,0006,0353
2100100060438,0006,0438
2100100060442,0006,0442
2100100060495,0006,0495
2100100060565,0006,0565
2100100070654,0007,0654
2100100080090,0008,0090
2100100100090,0010,0090
2100100110226,0011,0226
2100100110230,0011,0230
2100100110283,0011,0283
2100100110298,0011,0298
2100100110508,0011,0508
2100100110512,0011,0512
2100100160264,0016,0264
2100100160368,0016,0368
2100100160457,0016,0457
2100100160461,0016,0461
2100100160480,0016,0480
2100100160527,0016,0527
2100100170349,0017,0349
2100100170531,0017,0531
2100100170546,0017,0546
2100100170550,0017,0550
2100100240620,0024,0620
2100100240635,0024,0635
2100100260090,0026,0090
2100100330601,0033,0601
2100100330616,0033,0616
2100100490090,0049,0090
210010051064A,0051,064A
210020001005A,0001,005A
2100200010064,0001,0064
2100200050030,0005,0030
2100200110011,0011,0011
2100200130011,0013,0011
2100200200011,0020,0011
2100200250030,0025,0030
2100200300011,0030,0011
2100200320011,0032,0011
2100200330026,0033,0026
2100200340030,0034,0030
2100200470026,0047,0026
2100200680011,0068,0011
2100200700030,0070,0030
2100200760011,0076,0011
2100200820030,0082,0030
2100200830030,0083,0030
2100200850011,0085,0011
2100200950011,0095,0011
2100300010023,0001,0023
2100300010131,0001,0131
2100300010146,0001,0146
2100300010150,0001,0150
2100300010165,0001,0165
210030001017A,0001,017A
2100300010184,0001,0184
2100300010199,0001,0199
2100300010269,0001,0269
2100300010273,0001,0273
2100300010343,0001,0343
2100300010358,0001,0358
2100300010362,0001,0362
2100300010377,0001,0377
2100300010381,0001,0381
2100300010396,0001,0396
2100300010409,0001,0409
2100300020080,0002,0080
2100300040108,0004,0108
2100300060042,0006,0042
2100300070076,0007,0076
2100300080127,0008,0127
2100300090042,0009,0042
2100300100108,0010,0108
2100300110042,0011,0042
2100300120042,0012,0042
2100300130095,0013,0095
2100300140080,0014,0080
2100300150292,0015,0292
2100300150305,0015,0305
210030015031A,0015,031A
2100300150324,0015,0324
2100300150339,0015,0339
2100300160108,0016,0108
2100300170080,0017,0080
2100300180076,0018,0076
2100300190095,0019,0095
2100300200042,0020,0042
2100300220080,0022,0080
2100300230127,0023,0127
2100300260127,0026,0127
2100300270127,0027,0127
2100300310042,0031,0042
2100300370080,0037,0080
2100300510127,0051,0127
2100300540127,0054,0127
2100300550127,0055,0127
2100300800080,0080,0080
2100300960042,0096,0042
2100301190080,0119,0080
2100301230080,0123,0080
2100301370080,0137,0080
2100400010020,0001,0020
2100400010177,0001,0177
2100400010181,0001,0181
2100400010196,0001,0196
2100400010209,0001,0209
2100400010213,0001,0213
2100400010228,0001,0228
2100400010251,0001,0251
2100400010266,0001,0266
2100400010270,0001,0270
2100400010285,0001,0285
210040001029A,0001,029A
2100400010302,0001,0302
2100400010355,0001,0355
2100400020232,0002,0232
2100400020247,0002,0247
2100400020317,0002,0317
2100400020321,0002,0321
2100400020336,0002,0336
2100400030069,0003,0069
2100400040069,0004,0069
2100400050069,0005,0069
210040006036A,0006,036A
2100400070073,0007,0073
2100400080073,0008,0073
2100400090105,0009,0105
2100400090139,0009,0139
2100400090143,0009,0143
2100400090158,0009,0158
2100400090162,0009,0162
2100400090340,0009,0340
2100400290069,0029,0069
2100400540073,0054,0073
2100400620073,0062,0073
2100500010028,0001,0028
2100500020013,0002,0013
2100500030013,0003,0013
2100600010010,0001,0010
210060001003A,0001,003A
2100600010044,0001,0044
2100600010059,0001,0059
2100600020025,0002,0025
2100600030025,0003,0025
2100600040025,0004,0025
2100600050063,0005,0063
2100600060025,0006,0025
2100600070025,0007,0025
2100600080025,0008,0025
2100600090025,0009,0025
2100600100025,0010,0025
2100600120025,0012,0025
2100600130025,0013,0025
2100600140025,0014,0025
2100600180025,0018,0025
2100600190025,0019,0025
2100600200025,0020,0025
2100600210025,0021,0025
2100600280025,0028,0025
2100600300025,0030,0025
2100600310025,0031,0025
2100600320025,0032,0025
2100700010037,0001,0037
2100700010041,0001,0041
2100700010056,0001,0056
2100700010060,0001,0060
2100700030022,0003,0022
2100700040018,0004,0018
2100700050022,0005,0022
2100700060018,0006,0018
2100700080018,0008,0018
2100800010049,0001,0049
2100800010053,0001,0053
2100800020015,0002,0015
2100800030015,0003,0015
2100800040015,0004,0015
2100800050015,0005,0015
2100800060015,0006,0015
2100800070015,0007,0015
2100800080015,0008,0015
2100800090015,0009,0015
2100800110015,0011,0015
2100800120015,0012,0015
2100800140015,0014,0015
2100800150015,0015,0015
2100800160015,0016,0015
2100800200015,0020,0015
2100800210015,0021,0015
2100800220015,0022,0015
2100800240015,0024,0015
2100900010046,0001,0046
2100900010050,0001,0050
2100900010065,0001,0065
210090001007A,0001,007A
2100900010084,0001,0084
2100900020012,0002,0012
2100900050012,0005,0012
2101000010028,0001,0028
2101000010032,0001,0032
2101000010102,0001,0102
2101000010117,0001,0117
2101000010121,0001,0121
2101000010140,0001,0140
2101000010155,0001,0155
210100001016A,0001,016A
2101000010174,0001,0174
2101000020085,0002,0085
2101000030047,0003,0047
2101000040047,0004,0047
2101000050047,0005,0047
2101000060066,0006,0066
2101000080066,0008,0066
2101000090085,0009,0085
2101000110066,0011,0066
2101000120047,0012,0047
2101000140066,0014,0066
210100015009A,0015,009A
210100016009A,0016,009A
2101000170047,0017,0047
2101000190066,0019,0066
2101000200066,0020,0066
2101000220066,0022,0066
210100023009A,0023,009A
210100024009A,0024,009A
210100025009A,0025,009A
2101000260066,0026,0066
2101000270085,0027,0085
2101000310085,0031,0085
2101000320085,0032,0085
210100033009A,0033,009A
210100034009A,0034,009A
210100035009A,0035,009A
2101000360066,0036,0066
210100037009A,0037,009A
2101000380066,0038,0066
210100039009A,0039,009A
2101000400051,0040,0051
2101000420047,0042,0047
210100045009A,0045,009A
210100046009A,0046,009A
210100047009A,0047,009A
210100050009A,0050,009A
210100052009A,0052,009A
2101000530085,0053,0085
2101000540066,0054,0066
2101000550085,0055,0085
2101000580066,0058,0066
2101000590066,0059,0066
2101000610085,0061,0085
210100064009A,0064,009A
2101000650085,0065,0085
2101000660085,0066,0085
2101000780066,0078,0066
2101000810066,0081,0066
2101000930047,0093,0047
2101000950066,0095,0066
210100096009A,0096,009A
2101000970066,0097,0066
2101100010025,0001,0025
210110001003A,0001,003A
2101200010037,0001,0037
2101200010041,0001,0041
2101200010056,0001,0056
2101200020022,0002,0022
2101200030022,0003,0022
2101200040022,0004,0022
2101200050022,0005,0022
2101300010049,0001,0049
2101300010053,0001,0053
2101300010072,0001,0072
2101300010087,0001,0087
2101300010091,0001,0091
2101300090034,0009,0034
2101300150034,0015,0034
2101400010031,0001,0031
2101400030012,0003,0012
2101400040012,0004,0012
2101400050012,0005,0012
2101400150012,0015,0012
2101500010113,0001,0113
2101500010128,0001,0128
2101500010132,0001,0132
2101500010147,0001,0147
2101500010151,0001,0151
2101500010166,0001,0166
2101500010185,0001,0185
210150001019A,0001,019A
2101500010217,0001,0217
